run_plugin_0_0		real	9.056
run_plugin_22_1		real	2.355
run_plugin_22_1		real	2.215
run_plugin_22_1		real	2.005
run_plugin_22_1		real	1.915
run_plugin_22_1		real	1.792
run_plugin_22_1		real	1.907
run_plugin_22_1		real	1.898
run_plugin_22_1		real	1.909
run_plugin_22_1		real	2.001
run_plugin_22_1		real	1.45
run_plugin_22_1		real	2.117
run_plugin_22_1		real	1.967
run_plugin_22_1		real	2.011
run_plugin_22_1		real	1.359
run_plugin_22_1		real	1.532
run_plugin_22_1		real	2.413
run_plugin_22_1		real	2.014
run_plugin_22_1		real	1.773
run_plugin_22_1		real	1.413
run_plugin_22_1		real	1.556
run_plugin_22_1		real	1.583
run_plugin_22_1		real	1.819
run_plugin_22_1		real	1.85
run_plugin_22_1		real	1.926
run_plugin_22_1		real	2.082
run_plugin_22_1		real	1.395
run_plugin_22_1		real	1.561
run_plugin_22_1		real	1.933
run_plugin_22_1		real	1.529
run_plugin_22_1		real	1.928
run_plugin_22_1		real	1.482
run_plugin_22_1		real	1.941
run_plugin_22_1		real	1.93
run_plugin_22_1		real	2.11
run_plugin_22_1		real	1.62
run_plugin_22_1		real	1.311
run_plugin_22_1		real	1.382
run_plugin_22_1		real	1.528
run_plugin_22_1		real	1.603
run_plugin_22_1		real	1.474
run_plugin_22_1		real	1.432
run_plugin_22_1		real	1.357
run_plugin_22_1		real	1.4
run_plugin_22_1		real	1.37
run_plugin_22_1		real	1.341
run_plugin_22_1		real	1.374
run_plugin_22_1		real	1.637
run_plugin_22_1		real	3.117
run_plugin_22_1		real	1.92
run_reg_0_0		real	6.178
run_reg_22_1		real	2.978
run_reg_22_1		real	2.62
run_reg_22_1		real	2.276
run_reg_22_1		real	2.369
run_reg_22_1		real	2.209
run_reg_22_1		real	2.485
run_reg_22_1		real	2.44
run_reg_22_1		real	2.134
run_reg_22_1		real	2.669
run_reg_22_1		real	2.397
run_reg_22_1		real	1.899
run_reg_22_1		real	1.938
run_reg_22_1		real	3.137
run_reg_22_1		real	2.464
run_reg_22_1		real	1.83
run_reg_22_1		real	1.918
run_reg_22_1		real	2.04
run_reg_22_1		real	1.98
run_reg_22_1		real	2.57
run_reg_22_1		real	2.342
run_reg_22_1		real	1.943
run_reg_22_1		real	2.393
run_reg_22_1		real	1.803
run_reg_22_1		real	2.481
run_reg_22_1		real	1.891
run_reg_22_1		real	2.46
run_reg_22_1		real	2.741
run_reg_22_1		real	2.157
run_reg_22_1		real	1.712
run_reg_22_1		real	1.966
run_reg_22_1		real	1.949
run_reg_22_1		real	1.9
run_reg_22_1		real	1.756
run_reg_22_1		real	1.697
run_reg_22_1		real	1.713
run_reg_22_1		real	1.743
run_reg_22_1		real	1.834
run_reg_22_1		real	2.561
run_reg_22_1		real	3.003
run_reg_22_1		real	3.571
run_reg_22_1		real	2.054
run_reg_22_1		real	1.609
run_reg_22_1		real	1.595
run_reg_22_1		real	1.913
run_reg_22_1		real	1.615
run_reg_22_1		real	2.191
run_reg_22_1		real	2.938
run_reg_22_1		real	1.763
run_reg_22_1		real	1.598
run_plugin_22_1		real	2.565
run_plugin_22_1		real	2.007
run_plugin_22_1		real	1.233
run_plugin_22_1		real	1.246
run_plugin_22_1		real	1.244
run_plugin_22_1		real	1.506
run_plugin_22_1		real	1.287
run_plugin_22_1		real	1.331
run_plugin_22_1		real	2.461
run_plugin_22_1		real	1.825
run_plugin_22_1		real	1.498
run_plugin_22_1		real	1.282
run_plugin_22_1		real	1.445
run_plugin_22_1		real	1.274
run_plugin_22_1		real	1.332
run_plugin_22_1		real	1.363
run_plugin_22_1		real	2.47
run_plugin_22_1		real	2.234
run_plugin_22_1		real	1.523
run_plugin_22_1		real	1.233
run_plugin_22_1		real	1.69
run_plugin_22_1		real	1.756
run_plugin_22_1		real	1.665
run_plugin_22_1		real	1.637
run_plugin_22_1		real	1.321
run_plugin_22_1		real	1.487
run_plugin_22_1		real	2.28
run_plugin_22_1		real	2.237
run_plugin_22_1		real	1.375
run_plugin_22_1		real	1.273
run_plugin_22_1		real	1.284
run_plugin_22_1		real	1.698
run_plugin_22_1		real	1.323
run_plugin_22_1		real	1.637
run_plugin_22_1		real	1.971
run_plugin_22_1		real	2.867
run_plugin_22_1		real	1.8
run_plugin_22_1		real	1.672
run_plugin_22_1		real	4.352
run_plugin_22_1		real	2.056
run_plugin_22_1		real	1.375
run_plugin_22_1		real	1.412
run_plugin_22_1		real	1.252
run_plugin_22_1		real	1.936
run_plugin_22_1		real	2.708
run_plugin_22_1		real	3.581
run_plugin_22_1		real	3.382
run_plugin_22_1		real	5.013
run_plugin_22_1		real	3.478
run_plugin_22_1		real	3.3
run_reg_22_1		real	1.76
run_reg_22_1		real	1.721
run_reg_22_1		real	1.731
run_reg_22_1		real	3.404
run_reg_22_1		real	2.223
run_reg_22_1		real	1.64
run_reg_22_1		real	2.329
run_reg_22_1		real	1.962
run_reg_22_1		real	2.113
run_reg_22_1		real	1.742
run_reg_22_1		real	2.333
run_reg_22_1		real	2.875
run_reg_22_1		real	1.828
run_reg_22_1		real	1.648
run_reg_22_1		real	1.88
run_reg_22_1		real	1.754
run_reg_22_1		real	2.282
run_reg_22_1		real	2.108
run_reg_22_1		real	3.434
run_reg_22_1		real	2.317
run_reg_22_1		real	4.874
run_reg_22_1		real	2.438
run_reg_22_1		real	1.718
run_reg_22_1		real	1.647
run_reg_22_1		real	2.795
run_reg_22_1		real	4.28
run_reg_22_1		real	4.045
run_reg_22_1		real	6.278
run_reg_22_1		real	4.113
run_reg_22_1		real	4.26
run_reg_22_1		real	3.913
